,date,pm2.5,pm10,o3,no2
2719,2014-04-29,87.0,28.0,27.0,27.0
2720,2014-04-30,79.0,16.0,21.0,26.0
2721,2014-05-01,57.0,20.0,15.0,29.0
2722,2014-05-02,55.0,12.0,24.0,25.0
2723,2014-05-03,37.0,15.0,36.0,14.0
2724,2014-05-04,45.0,21.0,40.0,16.0
2725,2014-05-05,61.0,12.0,28.0,15.0
2726,2014-05-06,34.0,10.0,24.0,14.0
2727,2014-05-07,24.0,8.0,24.0,15.0
2728,2014-05-08,23.0,13.0,25.0,14.0
2729,2014-05-09,28.0,10.0,23.0,10.0
2730,2014-05-10,26.0,11.0,25.0,9.0
2731,2014-05-11,19.0,10.0,23.0,18.0
2732,2014-05-12,20.0,9.0,12.0,25.0
2733,2014-05-13,32.0,12.0,15.0,29.0
2734,2014-05-14,35.0,19.0,20.0,27.0
2735,2014-05-15,54.0,24.0,24.0,32.0
2736,2014-05-16,66.0,27.0,31.0,26.0
2737,2014-05-17,72.0,22.0,41.0,20.0
2738,2014-05-18,67.0,33.0,33.0,27.0
2739,2014-05-19,91.0,18.0,30.0,21.0
2740,2014-05-20,54.0,14.0,26.0,20.0
2741,2014-05-21,43.0,9.0,22.0,18.0
2742,2014-05-22,29.0,12.0,25.0,17.0
2743,2014-05-23,33.0,9.0,26.0,18.0
2744,2014-05-24,32.0,10.0,29.0,10.0
2745,2014-05-25,29.0,11.0,10.0,26.0
2746,2014-05-26,35.0,11.0,13.0,25.0
2747,2014-05-27,41.0,7.0,15.0,22.0
2748,2014-05-28,29.0,18.0,14.0,24.0
2749,2014-05-29,56.0,17.0,16.0,20.0
2750,2014-05-30,54.0,15.0,24.0,23.0
2751,2014-05-31,49.0,19.0,20.0,23.0
2752,2014-06-01,61.0,12.0,23.0,16.0
2753,2014-06-02,40.0,9.0,17.0,14.0
2754,2014-06-03,29.0,9.0,17.0,15.0
2755,2014-06-04,23.0,9.0,22.0,15.0
2756,2014-06-05,33.0,19.0,29.0,24.0
2757,2014-06-06,50.0,22.0,30.0,21.0
2758,2014-06-07,57.0,13.0,31.0,15.0
2759,2014-06-08,41.0,19.0,29.0,19.0
2760,2014-06-09,58.0,14.0,25.0,15.0
2761,2014-06-10,38.0,16.0,22.0,14.0
2762,2014-06-11,41.0,18.0,22.0,28.0
2763,2014-06-12,54.0,23.0,26.0,28.0
2764,2014-06-13,61.0,16.0,19.0,18.0
2765,2014-06-14,50.0,8.0,18.0,13.0
2766,2014-06-15,26.0,12.0,13.0,17.0
2767,2014-06-16,35.0,16.0,18.0,16.0
2768,2014-06-17,39.0,10.0,12.0,14.0
2769,2014-06-18,32.0,18.0,7.0,19.0
2770,2014-06-19,54.0,14.0,19.0,17.0
2771,2014-06-20,40.0,14.0,24.0,16.0
2772,2014-06-21,43.0,17.0,23.0,17.0
2773,2014-06-22,51.0,17.0,21.0,24.0
2774,2014-06-23,50.0,21.0,15.0,25.0
2775,2014-06-24,63.0,10.0,20.0,17.0
2776,2014-06-25,32.0,15.0,24.0,21.0
2777,2014-06-26,40.0,16.0,20.0,12.0
2778,2014-06-27,50.0,11.0,12.0,15.0
2779,2014-06-28,34.0,10.0,19.0,14.0
2780,2014-06-29,32.0,12.0,21.0,20.0
2781,2014-06-30,40.0,14.0,22.0,22.0
2782,2014-01-01,23.0,11.0,21.0,14.0
2783,2014-01-02,26.0,15.0,25.0,10.0
2784,2014-01-03,32.0,10.0,22.0,14.0
2785,2014-01-04,27.0,7.0,19.0,15.0
2786,2014-01-05,27.0,18.0,24.0,9.0
2787,2014-01-06,36.0,17.0,22.0,11.0
2788,2014-01-07,37.0,16.0,16.0,15.0
2789,2014-01-08,31.0,10.0,20.0,17.0
2790,2014-01-09,23.0,9.0,10.0,21.0
2791,2014-01-10,29.0,12.0,2.0,34.0
2792,2014-01-11,49.0,22.0,8.0,28.0
2793,2014-01-12,70.0,11.0,19.0,19.0
2794,2014-01-13,25.0,12.0,13.0,27.0
2795,2014-01-14,38.0,11.0,16.0,19.0
2796,2014-01-15,28.0,10.0,19.0,15.0
2797,2014-01-16,26.0,8.0,21.0,19.0
2798,2014-01-17,24.0,15.0,9.0,18.0
2799,2014-01-18,41.0,16.0,5.0,26.0
2800,2014-01-19,48.0,33.0,3.0,45.0
2801,2014-01-20,79.0,34.0,6.0,35.0
2802,2014-01-21,91.0,18.0,13.0,18.0
2803,2014-01-22,39.0,16.0,6.0,27.0
2804,2014-01-23,35.0,19.0,6.0,23.0
2805,2014-01-24,47.0,10.0,16.0,15.0
2806,2014-01-25,34.0,12.0,19.0,14.0
2807,2014-01-26,28.0,9.0,21.0,13.0
2808,2014-01-27,24.0,10.0,17.0,17.0
2809,2014-01-28,25.0,13.0,12.0,23.0
2810,2014-01-29,44.0,21.0,2.0,22.0
2811,2014-01-30,67.0,17.0,12.0,19.0
2812,2014-01-31,55.0,13.0,24.0,8.0
2813,2014-02-01,28.0,19.0,22.0,10.0
2814,2014-02-02,38.0,15.0,15.0,16.0
2815,2014-02-03,37.0,11.0,20.0,14.0
2816,2014-02-04,23.0,12.0,22.0,10.0
2817,2014-02-05,29.0,12.0,23.0,20.0
2818,2014-02-06,32.0,8.0,19.0,15.0
2819,2014-02-07,26.0,12.0,26.0,5.0
2820,2014-02-08,28.0,12.0,26.0,6.0
2821,2014-02-09,26.0,9.0,15.0,22.0
2822,2014-02-10,25.0,10.0,17.0,17.0
2823,2014-02-11,24.0,11.0,21.0,10.0
2824,2014-02-12,18.0,15.0,22.0,15.0
2825,2014-02-13,13.0,15.0,20.0,15.0
2826,2014-02-18,42.0,15.0,12.0,20.0
2827,2014-02-19,47.0,8.0,18.0,16.0
2828,2014-02-20,25.0,13.0,21.0,14.0
2829,2014-02-21,28.0,15.0,21.0,13.0
2830,2014-02-22,31.0,14.0,24.0,8.0
2831,2014-02-23,32.0,17.0,19.0,16.0
2832,2014-02-24,46.0,14.0,25.0,15.0
2833,2014-02-25,34.0,18.0,16.0,17.0
2834,2014-02-26,37.0,15.0,22.0,18.0
2835,2014-02-27,36.0,12.0,9.0,28.0
2836,2014-02-28,39.0,23.0,10.0,27.0
2837,2014-03-01,64.0,13.0,22.0,13.0
2838,2014-03-02,36.0,9.0,20.0,26.0
2839,2014-03-03,20.0,2.0,2.0,27.0
2840,2014-03-04,8.0,15.0,10.0,32.0
2841,2014-03-10,38.0,27.0,20.0,24.0
2842,2014-03-11,58.0,42.0,7.0,30.0
2843,2014-03-12,104.0,60.0,8.0,37.0
2844,2014-03-13,149.0,61.0,15.0,34.0
2845,2014-03-14,153.0,19.0,18.0,26.0
2846,2014-03-15,53.0,12.0,23.0,21.0
2847,2014-03-16,40.0,19.0,13.0,22.0
2848,2014-03-17,56.0,16.0,19.0,20.0
2849,2014-03-18,41.0,20.0,18.0,18.0
2850,2014-03-19,45.0,23.0,24.0,13.0
2851,2014-03-20,56.0,13.0,24.0,15.0
2852,2014-03-21,27.0,9.0,28.0,10.0
2853,2014-03-22,15.0,9.0,16.0,20.0
2854,2014-03-23,23.0,13.0,22.0,20.0
2855,2014-03-24,40.0,20.0,17.0,26.0
2856,2014-03-25,53.0,20.0,8.0,29.0
2857,2014-03-26,56.0,26.0,9.0,29.0
2858,2014-03-27,77.0,47.0,8.0,34.0
2859,2014-03-28,127.0,47.0,19.0,35.0
2860,2014-03-29,127.0,39.0,18.0,37.0
2861,2014-03-30,107.0,25.0,18.0,33.0
2862,2014-03-31,68.0,36.0,10.0,41.0
2863,2021-01-13,41.0,11.0,11.0,18.0
2864,2020-09-30,41.0,9.0,17.0,7.0
2865,2020-07-26,41.0,10.0,14.0,4.0
2866,2020-08-24,41.0,5.0,21.0,2.0
2867,2020-03-31,41.0,13.0,25.0,14.0
2868,2019-12-31,41.0,37.0,10.0,18.0
2869,2020-01-16,41.0,8.0,23.0,18.0
2870,2019-07-16,41.0,15.0,38.0,8.0
2871,2018-12-31,41.0,12.0,16.0,17.0
2872,2019-01-23,41.0,37.0,1.0,36.0
2873,2018-07-19,41.0,19.0,35.0,13.0
2874,2018-01-28,41.0,9.0,23.0,18.0
2875,2017-08-09,41.0,22.0,14.0,19.0
2876,2017-09-09,41.0,8.0,17.0,10.0
2877,2017-06-11,41.0,11.0,19.0,14.0
2878,2017-01-05,41.0,29.0,8.0,34.0
2879,2017-02-07,41.0,32.0,6.0,24.0
2880,2016-08-10,41.0,17.0,12.0,17.0
2881,2016-02-11,41.0,23.0,10.0,32.0
2882,2015-12-31,41.0,16.0,11.0,24.0
2883,2015-08-05,41.0,13.0,16.0,17.0
2884,2015-04-08,41.0,47.0,17.0,28.0
2885,2014-12-31,41.0,24.0,16.0,11.0
2886,2015-02-08,41.0,25.0,8.0,26.0
2887,2015-02-26,41.0,24.0,7.0,32.0
2888,2014-08-10,41.0,9.0,17.0,8.0
2889,2014-09-09,41.0,20.0,12.0,21.0
2890,2014-09-10,41.0,32.0,8.0,21.0
2891,2014-09-11,41.0,25.0,18.0,21.0
2892,2014-09-12,41.0,21.0,14.0,19.0
2893,2014-09-13,41.0,20.0,18.0,15.0
2894,2014-09-14,41.0,22.0,10.0,21.0
2895,2014-09-15,41.0,44.0,14.0,19.0
2896,2014-09-16,41.0,46.0,22.0,20.0
2897,2013-12-31,41.0,9.0,24.0,6.0
2898,2014-02-17,41.0,15.0,15.0,19.0
2899,2014-03-09,41.0,15.0,12.0,31.0
2900,2021-07-13,41.0,15.0,22.0,9.0
2901,2021-07-14,41.0,15.0,13.0,7.0
2902,2020-07-24,41.0,15.0,13.0,17.0
2903,2020-07-25,41.0,15.0,14.0,17.0
2904,2020-09-29,41.0,15.0,19.0,5.0
2905,2020-01-14,41.0,15.0,22.0,18.0
2906,2020-01-15,41.0,15.0,20.0,13.0
2907,2019-01-22,41.0,15.0,16.0,28.0
2908,2018-07-18,41.0,15.0,29.0,17.0
2909,2018-01-23,41.0,15.0,23.0,15.0
2910,2018-01-24,41.0,15.0,20.0,18.0
2911,2018-01-25,41.0,15.0,10.0,26.0
2912,2018-01-26,41.0,15.0,16.0,18.0
2913,2018-01-27,41.0,15.0,20.0,13.0
2914,2017-08-08,41.0,15.0,8.0,23.0
2915,2017-06-10,41.0,15.0,25.0,9.0
2916,2016-08-09,41.0,15.0,15.0,18.0
2917,2016-02-09,41.0,15.0,17.0,33.0
2918,2016-02-10,41.0,15.0,11.0,32.0
2919,2015-07-28,41.0,15.0,17.0,15.0
2920,2015-07-29,41.0,15.0,14.0,16.0
2921,2015-02-07,41.0,15.0,10.0,25.0
2922,2014-08-07,41.0,15.0,16.0,19.0
2923,2014-08-08,41.0,15.0,16.0,9.0
2924,2014-02-14,41.0,15.0,27.0,11.0
2925,2014-02-15,41.0,15.0,18.0,16.0
2926,2014-02-16,41.0,15.0,14.0,20.0
2927,2014-03-05,41.0,15.0,22.0,21.0
2928,2014-03-06,41.0,15.0,14.0,27.0
2929,2014-03-07,41.0,15.0,24.0,21.0
2930,2014-03-08,41.0,15.0,28.0,25.0
2931,2020-09-26,41.0,15.0,19.0,17.0
2932,2020-09-27,41.0,15.0,19.0,17.0
2933,2020-09-28,41.0,15.0,19.0,17.0
