Middle Super Output Area,Table 1: 2013 Available Low Grade Heat;Typical Temperature;Greater London Totals (GWh);As a % of total heat demand;MSOA Name, Open Loop Ground Source Abstraction, Closed Loop Ground Source Abstraction, Air Source Heat Pumps, Rivers (10% Abstraction), Power Stations,Building Heat Rejection;Office,Building Heat Rejection;Retail,Building Heat Rejection;Gyms, Industrial Sources;Part A Processes, Industrial Sources;Part B Processes,Commercial Building Sources - Non HVAC;Supermarkets,Commercial Building Sources - Non HVAC;Data Centres, Wastewater (Treatment Plants);, Tubre rejected, National Grid Infrastructure, UKPN Infrastructure, Sewer heat mining;Various, TOTAL;GWh 
E02000208,Croydon 015,53,"1,499",,, -   ,385,"1,286", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,3
E02000209,Croydon 016,157,"4,475",,, -   ,455,"5,107", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,389",14
E02000210,Croydon 017,31,874,,, -   ,331,"1,026", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,2
E02000211,Croydon 018,381,"7,623",,, -   ,455,"1,211", -   , -   , -   ,144, -   , -   ,, -   , -   , -   ,10
E02000212,Croydon 019,54,"1,546",,,"35,000",455,"10,390", -   , -   ,499,144, -   , -   ,, -   , -   ,"3,137",51
E02000213,Croydon 020,68,"1,943",,, -   ,526,"16,559",140, -   , -   ,866, -   , -   ,, -   , -   ,"13,340",33
E02000214,Croydon 021,236,"5,483",,, -   ,"3,743","1,211", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,11
E02000215,Croydon 022,32,913,,, -   ,"3,808",948, -   , -   , -   ,433, -   , -   ,, -   , -   , -   ,6
E02000216,Croydon 023,798,"21,899",,, -   ,455,"1,211", -   , -   , -   ,289, -   , -   ,, -   , -   , -   ,25
E02000217,Croydon 024,251,"7,142",,, -   ,510,"6,120",140, -   , -   ,"1,998", -   , -   ,, -   , -   ,"3,219",19
E02000218,Croydon 025,111,"3,151",,, -   ,455,"1,211",140, -   , -   ,144, -   , -   ,, -   , -   , -   ,5
E02000219,Croydon 026,"1,745","49,653",,, -   ,521,"4,559",140, -   , -   ,289, -   , -   ,, -   , -   , -   ,57
E02000220,Croydon 027,166,"4,724",,, -   ,"3,548","4,516",140, -   , -   ,289, -   , -   ,, -   , -   ,"3,616",17
E02000221,Croydon 028,"1,169","33,141",,, -   ,494,"6,247",560, -   , -   , -   ,"12,223", -   ,, -   , -   ,"6,627",60
E02000222,Croydon 029,288,"8,200",,, -   ,"3,515",883,140, -   , -   , -   , -   , -   ,, -   , -   ,"5,819",19
E02000223,Croydon 030,231,"6,564",,, -   ,455,260, -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,8
E02000224,Croydon 031,159,"3,140",,, -   ,467,"1,065",140, -   , -   , -   , -   , -   ,, -   , -   ,"8,176",13
E02000225,Croydon 032,480,"12,963",,, -   ,260,"1,211",280, -   , -   , -   , -   , -   ,, -   , -   , -   ,15
E02000226,Croydon 033,936,"26,633",,, -   ,450,"5,192", -   , -   , -   ,433, -   , -   ,, -   , -   , -   ,34
E02000227,Croydon 034,1,42,,, -   ,455,"1,211",140, -   , -   , -   , -   , -   ,, -   , -   , -   ,2
E02000228,Croydon 035,570,"15,748",,, -   ,455,"1,211", -   , -   , -   ,289, -   , -   ,, -   , -   , -   ,18
E02000229,Croydon 036,239,"6,672",,, -   ,455,"1,143", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,9
E02000230,Croydon 037,208,"4,293",,, -   ,"3,515","6,247",140, -   , -   ,"1,709", -   , -   ,, -   , -   ,"8,599",25
E02000231,Croydon 038,43,"1,210",,, -   ,455,"1,211",280, -   , -   ,289, -   , -   ,, -   , -   ,"5,443",9
E02000232,Croydon 039,"1,429","40,682",,, -   ,455,"1,211",140, -   , -   ,289, -   , -   ,, -   , -   , -   ,44
E02000233,Croydon 040,107,"3,033",,, -   ,"3,646",688, -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,7
E02000234,Croydon 041,765,"20,702",,, -   ,"3,483","1,000", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,954",29
E02000235,Croydon 042,"1,611","45,032",,, -   ,455,"1,211", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,48
E02000236,Croydon 043,720,"20,182",,, -   ,439,792, -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,863",25
E02000237,Croydon 044,729,"20,736",,, -   ,488,"1,211", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,862",26
E02000238,Ealing 001,274,"7,780",,, -   ,624,"5,661",280, -   , -   ,289, -   , -   ,, -   , -   , -   ,15
E02000239,Ealing 002,"1,648","46,051",,, -   ,358,"1,195", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,49
E02000240,Ealing 003,656,"18,669",,, -   ,"4,134","5,661", -   , -   , -   ,289, -   , -   ,, -   , -   , -   ,29
E02000241,Ealing 004,268,"6,511",,, -   ,624,"5,276", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,405",15
E02000242,Ealing 005,34,519,,, -   ,510,"6,205", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,429",10
E02000243,Ealing 006,"1,100","30,956",,, -   ,"6,510","4,516", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,014",46
E02000244,Ealing 007,641,"18,255",,, -   ,624,"10,845", -   , -   , -   ,"1,709", -   , -   ,, -   , -   ,"4,964",37
E02000245,Ealing 008,"1,064","30,260",,, -   ,624,"5,661", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,38
E02000246,Ealing 009,"1,069","30,067",,, -   ,"4,004","5,783", -   , -   , -   ,433, -   , -   ,, -   , -   ,"3,188",45
E02000247,Ealing 010,441,"12,564",,, -   ,537,"4,432",140, -   , -   , -   , -   , -   ,, -   , -   ,"6,714",25
E02000248,Ealing 011,322,"8,476",,, -   ,"3,939","5,661", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,18
E02000249,Ealing 012,225,"4,831",,, -   ,505,"5,361", -   , -   , -   ,866, -   , -   ,, -   , -   ,"9,208",21
E02000250,Ealing 013,273,"6,723",,, -   ,624,"5,661", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,13
E02000251,Ealing 014,181,"4,891",,, -   ,624,"5,661",140, -   , -   , -   , -   , -   ,, -   , -   , -   ,11
E02000252,Ealing 015,147,"4,061",,, -   ,532,"5,661",280, -   ,499,"1,854","27,781", -   ,,"29,200", -   ,"3,353",73
E02000253,Ealing 016,299,"7,983",,, -   ,624,"5,661",140, -   , -   ,289, -   , -   ,, -   , -   ,"3,687",19
E02000254,Ealing 017,292,"8,104",,, -   ,624,"5,192", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,14
E02000255,Ealing 018,578,"15,174",,, -   ,"4,036","5,661",140, -   , -   ,289, -   , -   ,, -   , -   ,"3,506",29
E02000256,Ealing 019,31,873,,, -   ,"7,508","5,445",140, -   , -   , -   , -   , -   ,, -   , -   , -   ,14
E02000257,Ealing 020,272,"7,748",,, -   ,"4,622","16,364",140, -   , -   ,"1,011", -   , -   ,, -   , -   , -   ,30
E02000258,Ealing 021,221,"5,484",,, -   ,624,"5,661", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,12
E02000259,Ealing 022,722,"19,686",,, -   ,624,"5,661", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,274",29
E02000260,Ealing 023,174,"4,200",,, -   ,505,"14,871",420, -   , -   ,289, -   , -   ,, -   , -   , -   ,20
E02000261,Ealing 024,387,"10,140",,, -   ,"3,255","1,182",140, -   , -   ,289, -   , -   ,, -   , -   ,"3,717",19
E02000262,Ealing 025,46,"1,298",,, -   ,"3,483","4,305",280, -   , -   ,"2,287", -   , -   ,, -   , -   , -   ,12
E02000263,Ealing 026,381,"10,591",,, -   ,"3,678","11,039",140, -   , -   , -   , -   , -   ,, -   , -   , -   ,26
E02000264,Ealing 027,356,"9,983",,, -   ,"3,776","5,192",280, -   , -   ,144, -   , -   ,, -   , -   , -   ,20
E02000265,Ealing 028,45,259,,, -   ,"3,841","5,361",280, -   , -   ,289, -   , -   ,, -   , -   , -   ,10
E02000266,Ealing 029,495,"13,052",,, -   ,"3,385","1,182",140, -   , -   , -   , -   , -   ,, -   , -   ,"10,408",29
E02000267,Ealing 030,22,59,,, -   ,434,"4,939",280, -   , -   ,578, -   , -   ,, -   , -   ,"2,498",9
E02000268,Ealing 031,174,"3,006",,, -   ,"7,204","11,039",140, -   , -   ,144, -   , -   ,, -   , -   , -   ,22
E02000269,Ealing 032,55,"1,552",,, -   ,"6,684","9,741",140, -   , -   ,289, -   , -   ,, -   , -   , -   ,18
E02000270,Ealing 033,99,"2,530",,, -   ,385,"1,234",140, -   , -   , -   , -   , -   ,, -   , -   , -   ,4
E02000271,Ealing 034,5,130,,, -   ,"3,255","4,770",140, -   , -   , -   , -   , -   ,, -   , -   ,"19,991",28
E02000272,Ealing 035,492,"13,049",,, -   ,526,"4,812",140, -   , -   , -   , -   , -   ,, -   , -   ,"9,345",28
E02000273,Ealing 036,122,"3,485",,, -   ,"7,552","5,529",140, -   , -   , -   , -   , -   ,, -   , -   ,"2,774",20
E02000274,Ealing 037,118,"3,370",,, -   ,472,"5,614",280, -   , -   , -   , -   , -   ,, -   , -   , -   ,10
E02000275,Ealing 038,100,"2,189",,, -   ,624,"9,806", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,13
E02000276,Ealing 039,137,"3,221",,, -   ,"4,232","5,783", -   , -   , -   , -   , -   , -   ,, -   , -   ,"9,016",22
E02000277,Enfield 001,228,"5,635",,, -   ,533,"1,078",140, -   , -   ,144, -   , -   ,, -   , -   , -   ,8
E02000278,Enfield 002,304,"7,406",,, -   ,533,"4,939", -   , -   , -   ,289, -   , -   ,, -   , -   ,"3,347",17
E02000279,Enfield 003,678,"19,004",,, -   ,"3,939","1,169",140, -   , -   ,144, -   , -   ,, -   , -   ,"6,883",32
E02000280,Enfield 004,161,"3,048",,, -   ,472,961,140, -   , -   , -   , -   , -   ,, -   , -   ,"9,250",14
E02000281,Enfield 005,523,"11,634",,, -   ,"3,288","5,353", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,21
E02000282,Enfield 006,381,"10,696",,, -   ,537,"4,981", -   , -   ,560,144, -   , -   ,, -   , -   ,"3,301",21
E02000283,Enfield 007,201,"5,566",,, -   ,533,"5,353", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,319",15
E02000284,Enfield 008,185,"5,262",,, -   ,"3,548","11,689", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,21
E02000285,Enfield 009,41,"1,156",,, -   ,537,"5,353", -   , -   , -   ,"1,709", -   , -   ,, -   , -   , -   ,9
E02000286,Enfield 010,301,"7,952",,, -   ,"3,841","6,205", -   , -   , -   ,144, -   , -   ,, -   , -   , -   ,18
E02000287,Enfield 011,1,21,,, -   ,"3,353","5,698",280, -   , -   , -   , -   , -   ,, -   , -   , -   ,9
E02000288,Enfield 012,532,"15,133",,, -   ,461,"13,507", -   , -   , -   ,"3,563", -   , -   ,, -   , -   , -   ,33
E02000289,Enfield 013,51,"1,462",,, -   ,533,"5,353", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,7
E02000290,Enfield 014,739,"19,512",,,"1,297,298",434,"6,078",280,"16,036", -   , -   , -   , -   ,, -   , -   ,"6,335","1,347"
E02000291,Enfield 015,177,"4,863",,, -   ,"3,776","13,053",280, -   , -   ,289, -   , -   ,, -   , -   , -   ,22
E02000292,Enfield 016,757,"18,108",,, -   ,533,"14,092",140, -   , -   ,578, -   , -   ,, -   , -   , -   ,34
E02000293,Enfield 017,883,"24,230",,, -   ,533,"1,208", -   , -   , -   , -   , -   , -   ,, -   , -   ,"11,439",38
E02000294,Enfield 018,488,"10,604",,, -   ,"3,906","5,065", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,356",23
E02000295,Enfield 019,118,"2,957",,, -   ,533,"5,656", -   , -   , -   ,144, -   , -   ,, -   , -   ,"3,219",13
E02000296,Enfield 020,639,"16,943",,, -   ,"3,613","5,445",280, -   , -   ,"1,854", -   , -   ,, -   , -   , -   ,29
E02000297,Enfield 021,311,"7,848",,, -   ,533,"4,474", -   , -   , -   , -   , -   , -   ,, -   , -   ,"7,152",20
E02000298,Enfield 022, -   , -   ,,, -   ,533,"5,107",140, -   , -   ,289, -   , -   ,, -   , -   ,"2,997",9
E02000299,Enfield 023,169,"4,807",,, -   ,532,"4,263", -   , -   , -   , -   , -   , -   ,, -   , -   ,"7,082",17
E02000300,Enfield 024,70,"1,205",,, -   ,533,"1,013",140, -   , -   , -   , -   , -   ,, -   , -   ,"3,061",6
E02000301,Enfield 025,417,"11,855",,,"37,478",385,"5,353",280, -   , -   , -   , -   ,"802,300",, -   , -   ,"3,781",862
E02000302,Enfield 026,491,"12,203",,, -   ,"3,971","5,353", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,162",25
E02000303,Enfield 027,411,"10,873",,, -   ,477,"5,353", -   , -   , -   ,578, -   , -   ,, -   , -   ,"3,257",21
E02000304,Enfield 028,148,"3,721",,, -   ,"3,906","4,559", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,907",15
E02000305,Enfield 029,25,722,,, -   ,"3,906","5,825",140, -   , -   , -   , -   , -   ,, -   , -   , -   ,11
E02000306,Enfield 030,306,"7,603",,,"504,576",380,"4,685", -   , -   , -   ,289, -   , -   ,, -   , -   ,"3,037",521
E02000307,Enfield 031,172,"4,901",,, -   ,533,"5,353", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,509",14
E02000308,Enfield 032,169,"4,820",,, -   ,396,"5,952", -   , -   , -   , -   , -   , -   ,, -   , -   ,"7,818",19
E02000309,Enfield 033,351,"9,998",,, -   ,363,"5,318", -   , -   , -   ,"1,709", -   , -   ,, -   , -   ,"3,674",21
E02000310,Enfield 034,183,"3,603",,, -   ,434,"1,195", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,230",9
E02000311,Enfield 035,413,"10,404",,, -   ,533,"4,939", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,600",20
E02000312,Enfield 036,211,"5,751",,, -   ,"3,320","5,150", -   , -   , -   ,578, -   , -   ,, -   , -   ,"8,772",24
E02000313,Greenwich 001,267,"7,613","38,084",, -   ,417,"1,210", -   , -   , -   , -   , -   , -   ,, -   ,"1,814","2,067",51
E02000314,Greenwich 002,"1,175","33,438",,, -   ,417,"5,656",280, -   , -   ,722, -   , -   ,, -   , -   ,"5,215",47
E02000315,Greenwich 003,271,"7,726",,, -   ,342,"1,104",140, -   , -   ,866, -   , -   ,, -   , -   ,"5,667",16
E02000316,Greenwich 004,325,"9,241",,, -   ,298,"4,348",560, -   , -   ,"1,011", -   , -   ,, -   , -   ,"3,333",19
E02000317,Greenwich 005,179,"5,106",,, -   ,315,870, -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,980",9
E02000318,Greenwich 006,343,"8,643",,, -   ,358,"1,065",140, -   , -   ,289, -   , -   ,, -   , -   ,"3,429",14
E02000319,Greenwich 007,238,"6,788",,, -   ,483,857, -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,559",12
E02000320,Greenwich 008,358,"10,079",,, -   ,417,"1,000", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,12
E02000321,Greenwich 009,192,"5,466",,, -   ,417,701, -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,527",9
E02000322,Greenwich 010,263,"7,380",,,"1,097,453",347,"6,247",140, -   , -   ,"2,576", -   , -   ,, -   , -   ,"5,095","1,120"
E02000323,Greenwich 011,97,"2,775",,, -   ,315,"1,039",280, -   , -   , -   , -   , -   ,, -   , -   ,"3,610",8
E02000324,Greenwich 012,617,"17,459",,, -   ,277,"1,026",140, -   , -   , -   , -   , -   ,, -   , -   ,"2,440",22
E02000325,Greenwich 013,385,"10,359",,, -   ,417,"1,104", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,548",15
E02000326,Greenwich 014,149,"4,138",,, -   ,417,948, -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,443",8
E02000327,Greenwich 015,"1,026","29,205",,, -   ,456,831, -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,205",34
E02000328,Greenwich 016,5,5,,, -   ,510,"5,023", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,299",8
E02000329,Greenwich 017,581,"15,850",,, -   ,417,727, -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,288",20
E02000330,Greenwich 018,972,"27,630",,"10,435.10", -   ,439,"6,289", -   , -   , -   ,433, -   , -   ,, -   , -   ,"5,143",51
E02000331,Greenwich 019,209,"5,957","57,462",, -   ,"3,288","4,812", -   , -   , -   ,289, -   , -   ,, -   ,"1,306","2,836",76
E02000332,Greenwich 020,845,"23,784",,, -   ,417,"1,210", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,26
E02000333,Greenwich 021,264,"7,524",,, -   ,417,"1,208", -   , -   , -   ,433, -   , -   ,, -   , -   ,"2,247",12
E02000334,Greenwich 022,502,"14,181",,, -   ,417,"1,210", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,427",19
E02000335,Greenwich 023,227,"6,157","114,074",, -   ,417,"1,210", -   , -   , -   , -   , -   , -   ,, -   ,"5,033", -   ,127
E02000336,Greenwich 024,518,"14,136",,, -   ,417,"4,348", -   , -   , -   , -   , -   , -   ,, -   , -   ,"1,184",21
E02000337,Greenwich 025,60,"1,699",,, -   ,515,701, -   , -   , -   ,144, -   , -   ,, -   , -   ,"2,919",6
E02000338,Greenwich 026,524,"14,311",,, -   ,380,"4,516",420, -   , -   ,144, -   , -   ,, -   , -   ,"2,149",22
E02000339,Greenwich 027,245,"6,963","37,434",, -   ,472,"1,286",140, -   , -   ,144, -   , -   ,, -   ,909,"7,179",55
E02000340,Greenwich 028,131,"3,060",,, -   ,418,"4,854", -   , -   ,560, -   , -   , -   ,, -   , -   ,"2,234",11
E02000341,Greenwich 029,758,"19,949",,, -   ,417,"1,208",140, -   , -   , -   , -   , -   ,, -   , -   ,"2,952",25
E02000342,Greenwich 030,737,"20,890",,, -   ,521,"1,286",140, -   , -   , -   , -   , -   ,, -   , -   ,"2,217",26
E02000343,Greenwich 031,245,"6,972",,, -   ,417,"1,210", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,431",11
E02000344,Greenwich 032,277,"6,541",,, -   ,515,"4,981",140, -   , -   , -   , -   , -   ,, -   , -   ,"5,289",18
E02000345,Hackney 001,69,"1,877",,, -   ,573,"5,234",280, -   ,357,"1,709", -   , -   ,, -   , -   ,"3,296",13
E02000346,Hackney 002,3,82,,, -   ,573,"4,348", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,380",7
E02000347,Hackney 003,4,126,,, -   ,"3,515",312,140, -   , -   , -   , -   , -   ,, -   , -   ,"2,935",7
E02000348,Hackney 004,105,"2,998",,, -   ,"3,450","6,247", -   , -   , -   ,578, -   , -   ,, -   , -   ,"2,995",16
E02000349,Hackney 005,76,"2,041",,, -   ,532,"4,896",140, -   , -   , -   , -   , -   ,, -   , -   ,"5,225",13
E02000350,Hackney 006,18,518,,, -   ,391,"1,026", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,505",5
E02000351,Hackney 007,17,473,,, -   ,573,"1,260",140, -   , -   , -   , -   , -   ,, -   , -   ,"2,847",5
E02000352,Hackney 008, -   , -   ,"30,769",, -   ,494,"4,981", -   , -   , -   , -   , -   , -   ,, -   ,"2,073","2,388",41
E02000353,Hackney 009, -   , -   ,,, -   ,"3,320","1,195",280, -   , -   ,433, -   , -   ,, -   , -   ,"2,890",8
E02000354,Hackney 010,226,"6,391",,, -   ,"3,320",987, -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,228",14
E02000355,Hackney 011,134,"3,803",,, -   ,532,818, -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,998",8
E02000356,Hackney 012,20,475,,, -   ,467,896,140, -   , -   , -   , -   , -   ,, -   , -   , -   ,2
E02000357,Hackney 013,"1,345","38,267","316,324",, -   ,"3,353",792, -   , -   , -   , -   , -   , -   ,,"29,200","5,845","2,531",398
E02000358,Hackney 014,13,381,,, -   ,537,"1,091", -   , -   , -   ,433, -   , -   ,, -   , -   ,"4,044",6
E02000359,Hackney 015,33,929,,, -   ,573,740, -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,458",5
E02000360,Hackney 016,30,857,,, -   ,"3,743","1,117", -   , -   , -   ,289, -   , -   ,, -   , -   ,"3,756",10
E02000361,Hackney 017,43,"1,233",,, -   ,"3,613","1,169",140, -   , -   ,"1,709", -   , -   ,, -   , -   ,"2,574",10
E02000362,Hackney 018,34,518,,, -   ,"3,450",961, -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,221",7
E02000363,Hackney 019,129,"3,675",,, -   ,573,818, -   , -   , -   ,289, -   , -   ,, -   , -   ,"4,071",10
E02000364,Hackney 020,27,777,,, -   ,"3,288","5,445", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,964",13
E02000365,Hackney 021,45,"1,288",,, -   ,"3,320","4,812",140, -   , -   ,144, -   , -   ,, -   , -   ,"4,168",14
E02000366,Hackney 022,4,108,,, -   ,"3,646",961, -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,021",8
E02000367,Hackney 023,5,150,,, -   ,"3,776","1,156",140, -   , -   ,578, -   , -   ,, -   , -   ,"3,307",9
E02000368,Hackney 024,144,"4,085","24,260",, -   ,488,883, -   , -   , -   , -   , -   , -   ,, -   ,"1,609","3,397",35
E02000369,Hackney 025,57,"1,613",,, -   ,"3,548","1,000",280, -   ,20,144, -   , -   ,, -   , -   ,"3,939",11
E02000370,Hackney 026,161,"4,585",,, -   ,"4,720","5,023",140, -   , -   , -   , -   , -   ,131, -   , -   ,"2,715",17
E02000371,Hackney 027,87,"2,477","423,239",, -   ,"6,553","5,065","1,260", -   ,20,289, -   , -   ,, -   ,"11,459","3,856",454
E02000372,Hammersmith and Fulham 001,141,"3,996",,, -   ,"3,841","5,698", -   , -   ,"1,058", -   , -   , -   ,, -   , -   ,"3,113",18
E02000373,Hammersmith and Fulham 002,77,"2,185",,, -   ,827,"9,741", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,358",15
E02000374,Hammersmith and Fulham 003,6,173,,, -   ,827,"5,487", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,693",9
E02000375,Hammersmith and Fulham 004,116,"3,312","53,735",, -   ,"4,459","10,325", -   , -   , -   ,289, -   , -   ,131, -   ,"1,445","2,774",77
E02000376,Hammersmith and Fulham 005,11,320,,, -   ,"4,004","9,741",140, -   , -   ,289, -   , -   ,, -   , -   ,"2,597",17
E02000377,Hammersmith and Fulham 006,14,400,,, -   ,"3,320","5,276", -   , -   , -   , -   , -   , -   ,, -   , -   ,"3,127",12
E02000378,Hammersmith and Fulham 007,5,143,,, -   ,"4,297","6,036",280, -   , -   ,578, -   , -   ,, -   , -   ,"2,437",14
E02000379,Hammersmith and Fulham 008,127,"3,419",,, -   ,"3,255",805, -   , -   , -   ,289, -   , -   ,, -   , -   ,"2,360",10
E02000380,Hammersmith and Fulham 009,4,121,,, -   ,"4,687","5,445", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,335",13
E02000381,Hammersmith and Fulham 010,42,"1,199",,, -   ,"7,595","10,065",140, -   , -   , -   , -   , -   ,, -   , -   ,"2,733",22
E02000382,Hammersmith and Fulham 011,9,260,,, -   ,"6,857","6,078", -   , -   , -   ,144, -   , -   ,, -   , -   ,"6,654",20
E02000383,Hammersmith and Fulham 012,31,880,,, -   ,"8,333","10,322", -   , -   , -   ,144, -   , -   ,, -   , -   ,"3,230",23
E02000384,Hammersmith and Fulham 013,53,"1,466",,, -   ,"8,246","13,962",280, -   , -   ,"2,143", -   , -   ,, -   , -   ,"3,097",29
E02000385,Hammersmith and Fulham 014,82,"2,326",,, -   ,"4,720","10,322", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,359",20
E02000386,Hammersmith and Fulham 015,44,"1,264",,, -   ,"7,942","5,952", -   , -   , -   ,433, -   , -   ,, -   , -   ,"3,118",19
E02000387,Hammersmith and Fulham 016,78,"2,217",,, -   ,"6,944","10,322",280, -   , -   , -   , -   , -   ,, -   , -   ,"4,400",24
E02000388,Hammersmith and Fulham 017,52,"1,475",,, -   ,"6,510","11,884", -   , -   , -   ,578, -   , -   ,, -   , -   ,"2,954",23
E02000389,Hammersmith and Fulham 018,30,864,"155,248",, -   ,"8,463","9,741",140, -   , -   ,289, -   , -   ,, -   ,"3,644","3,149",182
E02000390,Hammersmith and Fulham 019,2,55,,, -   ,"7,595","6,036", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,371",16
E02000391,Hammersmith and Fulham 020,114,"3,250",,, -   ,"4,720","15,001", -   , -   , -   ,144, -   , -   ,, -   , -   ,"2,722",26
E02000392,Hammersmith and Fulham 021,14,389,,, -   ,"4,687","14,027",140, -   , -   ,144, -   , -   ,, -   , -   ,"3,443",23
E02000393,Hammersmith and Fulham 022,4,103,,, -   ,827,"10,975", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,12
E02000394,Hammersmith and Fulham 023,102,"2,917","135,237",, -   ,"17,233","11,039", -   , -   , -   ,144, -   , -   ,, -   ,"3,706","2,587",173
E02000395,Hammersmith and Fulham 024,391,"8,974",,, -   ,"6,684","13,637",140, -   , -   , -   , -   , -   ,, -   , -   ,"2,035",32
E02000396,Hammersmith and Fulham 025,168,"4,769",,, -   ,"3,906","12,143", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,548",24
E02000397,Haringey 001,33,642,,, -   ,"3,483","4,221", -   , -   , -   ,144, -   , -   ,, -   , -   , -   ,9
E02000398,Haringey 002,340,"9,688",,, -   ,423,"5,323", -   , -   , -   , -   , -   , -   ,, -   , -   ,"2,573",18
E02000399,Haringey 003,23,646,,, -   ,342,"1,208",140, -   , -   ,144, -   , -   ,, -   , -   , -   ,3
E02000400,Haringey 004,526,"14,404",,, -   ,466,"5,783", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,21
E02000401,Haringey 005,120,"1,827",,, -   ,466,"5,323", -   , -   , -   ,289, -   , -   ,, -   , -   ,"21,970",30
E02000402,Haringey 006,213,"4,440",,, -   ,466,"5,572",140, -   , -   , -   , -   , -   ,, -   , -   ,"2,474",13
E02000403,Haringey 007,307,"7,032",,, -   ,505,"4,854",280, -   , -   , -   , -   , -   ,, -   , -   , -   ,13
E02000404,Haringey 008,55,"1,413",,, -   ,466,"4,516", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,6
E02000405,Haringey 009,949,"25,859",,, -   ,466,"4,854",280, -   , -   , -   , -   , -   ,, -   , -   , -   ,32
E02000406,Haringey 010,23,664,,, -   ,466,"4,432", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,6
E02000407,Haringey 011,25,706,,, -   ,445,"4,643", -   , -   , -   ,"1,709", -   , -   ,, -   , -   , -   ,8
E02000408,Haringey 012,33,952,,, -   ,320,"1,143",140, -   , -   , -   , -   , -   ,, -   , -   , -   ,3
E02000409,Haringey 013,290,"8,032",,, -   ,353,"4,221", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,13
E02000410,Haringey 014,28,1,,, -   ,466,"10,715", -   , -   , -   , -   , -   , -   ,, -   , -   , -   ,11
E02000411,Haringey 015,434,"10,509",,, -   ,423,"5,323", -   , -   , -   , -   , -   , -   ,131, -   , -   ,"13,048",30
E02000412,Haringey 016,44,"1,255",,, -   ,396,"10,910",280, -   , -   ,722, -   , -   ,, -   , -   , -   ,14
