Middle Super Output Area,MSOA name, Open Loop Ground Source Abstraction, Closed Loop Ground Source Abstraction, Air Source Heat Pumps, Rivers (10% Abstraction), Power Stations,Building Heat Rejection;Office,Building Heat Rejection;Retail,Building Heat Rejection;Gyms, Industrial Sources;Part A Processes, Industrial Sources;Part B Processes,Commercial Building Sources - Non HVAC;Supermarkets,Commercial Building Sources - Non HVAC;Data Centres, Wastewater (Treatment Plants);, Tubre rejected, National Grid Infrastructure, UKPN Infrastructure, Sewer heat mining;Various, TOTAL;GWh ,
E02000725,Newham 012,35,"1,183", -   , -   , -   ,"4,180","7,244",163, -   , -   ,549, -   , -   , -   , -   , -   , -   ,13,
E02000726,Newham 013,845,"27,412", -   , -   , -   ,"4,104","5,815", -   , -   ,636,137, -   , -   , -   , -   , -   ,"25,007",64,
E02000727,Newham 014,18,544, -   , -   , -   ,488,"5,617", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7,
E02000728,Newham 015,221,"7,581", -   , -   , -   ,539,"1,440", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"4,101",14,
E02000729,Newham 016, -   , -   , -   , -   , -   ,539,955, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1,
E02000730,Newham 017, -   , -   , -   , -   , -   ,450,"5,125", -   ,"7,790", -   ,275, -   , -   , -   , -   , -   , -   ,14,
E02000731,Newham 018,39,"1,321", -   , -   , -   ,450,"7,145", -   , -   , -   ,137, -   , -   , -   , -   , -   , -   ,9,
E02000732,Newham 019,92,"3,161", -   , -   , -   ,539,"5,026", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,9,
E02000733,Newham 020,119,"4,063", -   , -   , -   ,513,"1,440", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"11,053",17,
E02000734,Newham 021,40,"1,363", -   , -   , -   ,539,"1,258",163, -   , -   , -   , -   , -   , -   , -   , -   , -   ,3,
E02000735,Newham 022,101,"2,405", -   , -   , -   ,538,"1,274", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4,
E02000736,Newham 023,596,"16,752", -   , -   , -   ,399,"5,174", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"12,558",35,
E02000737,Newham 024,259,"8,869","18,443", -   , -   ,450,"1,319",163, -   , -   , -   , -   , -   , -   , -   ,"2,784", -   ,32,
E02000738,Newham 025,18,633, -   , -   , -   ,539,"1,152", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2,
E02000739,Newham 026,94,"3,212", -   , -   , -   ,507,"1,258", -   , -   ,636, -   , -   , -   , -   , -   , -   ,"22,590",28,
E02000740,Newham 027,364,"12,468", -   , -   , -   ,539,910, -   , -   ,713, -   , -   , -   , -   , -   , -   ,"3,110",18,
E02000741,Newham 028,264,"9,045", -   , -   , -   ,532,"4,977", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"7,316",22,
E02000742,Newham 029,178,"6,089", -   , -   , -   ,539,"1,440", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"12,203",20,
E02000743,Newham 030,67,"2,299", -   , -   , -   ,545,"1,258",163, -   , -   , -   , -   , -   , -   , -   , -   ,"3,476",8,
E02000744,Newham 031,90,"3,070", -   , -   , -   ,456,"1,456",163, -   , -   , -   , -   , -   , -   , -   , -   ,"3,253",8,
E02000745,Newham 032,211,"7,225", -   , -   , -   ,539,"1,001", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,814",13,
E02000746,Newham 033,"1,990","67,592", -   ,"616,932","91,364","4,712","12,660", -   , -   , -   ,"3,387", -   ,"5,656,614", -   , -   , -   ,"3,432","6,459",
E02000747,Newham 034,475,"16,280","412,946","225,097",980,539,"5,617",327, -   , -   , -   , -   , -   , -   ,"58,798","15,468","4,087",741,
E02000748,Newham 035,989,"32,592", -   , -   , -   ,539,"1,440", -   , -   , -   ,549, -   , -   , -   , -   , -   ,"3,135",39,
E02000749,Newham 036,370,"11,785", -   , -   , -   ,539,"1,274", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,649",18,
E02000750,Newham 037,959,"32,849","63,215", -   ,"13,653","5,206","1,440", -   ,"7,790",636, -   , -   , -   , -   , -   ,"2,268","3,900",132,
E02000751,Redbridge 001,700,"23,829", -   , -   , -   ,600,"1,440", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"5,645",32,
E02000752,Redbridge 002,"2,719","93,095", -   , -   , -   ,500,"1,319", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,98,
E02000753,Redbridge 003,95,"3,264", -   , -   , -   ,600,"5,129", -   , -   , -   ,137, -   , -   , -   , -   , -   , -   ,9,
E02000754,Redbridge 004,620,"21,221", -   , -   , -   ,600,"5,174", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,685",31,
E02000755,Redbridge 005,765,"25,691", -   , -   , -   ,469,"1,334", -   , -   , -   ,275, -   , -   , -   , -   , -   ,"13,519",42,
E02000756,Redbridge 006,"2,083","68,510", -   , -   , -   ,551,"6,012",327, -   , -   ,137, -   , -   , -   , -   , -   , -   ,78,
E02000757,Redbridge 007,200,"6,415","63,133", -   , -   ,"4,104","6,751",490, -   , -   ,686, -   , -   , -   , -   ,"2,162", -   ,84,
E02000758,Redbridge 008,425,"14,536", -   , -   , -   ,600,"5,129",163, -   , -   , -   , -   , -   , -   , -   , -   , -   ,21,
E02000759,Redbridge 009,"1,084","34,985", -   , -   , -   ,"4,104","1,395", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"13,810",55,
E02000760,Redbridge 010,202,"5,328","459,118", -   , -   ,600,"5,129", -   , -   , -   ,275, -   , -   , -   , -   ,"12,701", -   ,483,
E02000761,Redbridge 011,266,"9,106", -   , -   , -   ,418,"5,129", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,15,
E02000762,Redbridge 012,53,"1,824", -   , -   , -   ,600,"1,410", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4,
E02000763,Redbridge 013,"2,333","78,564", -   , -   , -   ,600,"6,110",163, -   , -   ,137, -   , -   , -   , -   , -   , -   ,88,
E02000764,Redbridge 014,428,"14,638", -   , -   , -   ,"21,643","6,603",163, -   , -   ,275, -   , -   , -   , -   , -   , -   ,44,
E02000765,Redbridge 015,42,"1,441", -   , -   , -   ,600,"4,928", -   , -   , -   ,"1,762", -   , -   , -   , -   , -   , -   ,9,
E02000766,Redbridge 016,465,"15,365", -   , -   , -   ,"4,484","5,129", -   , -   , -   ,"1,625", -   , -   , -   ,"58,798", -   ,"3,700",90,
E02000767,Redbridge 017,96,"3,281", -   , -   , -   ,557,"7,145", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,11,
E02000768,Redbridge 018,611,"15,843", -   , -   , -   ,600,"5,129",327, -   , -   , -   , -   , -   , -   , -   , -   ,"13,911",36,
E02000769,Redbridge 019,148,"4,560", -   , -   , -   ,600,"5,273", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,11,
E02000770,Redbridge 020,598,"19,923", -   , -   , -   ,469,"1,031",163, -   , -   , -   , -   , -   , -   , -   , -   , -   ,22,
E02000771,Redbridge 021,6,196, -   , -   , -   ,600,"1,501", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2,
E02000772,Redbridge 022,501,"16,246", -   , -   , -   ,602,"7,342",327, -   ,336,"1,625", -   , -   , -   , -   , -   , -   ,27,
E02000773,Redbridge 023,28,413, -   , -   , -   ,494,"1,274",327, -   , -   , -   , -   , -   , -   , -   , -   , -   ,3,
E02000774,Redbridge 024,56,"1,902", -   , -   , -   ,564,"1,349",163, -   , -   , -   , -   , -   , -   , -   , -   , -   ,4,
E02000775,Redbridge 025,14,479, -   , -   , -   ,600,"5,129", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,6,
E02000776,Redbridge 026,2,79, -   , -   , -   ,532,"1,471", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2,
E02000777,Redbridge 027,"2,166","73,089", -   , -   , -   ,600,"5,129", -   , -   ,713, -   , -   , -   , -   , -   , -   ,"15,016",97,
E02000778,Redbridge 028,511,"15,068", -   , -   , -   ,"4,180","1,349", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,21,
E02000779,Redbridge 029,292,"10,009", -   , -   , -   ,526,"1,304", -   , -   , -   ,824, -   , -   , -   , -   , -   ,"29,682",43,
E02000780,Redbridge 030,90,"3,086", -   , -   , -   ,545,"6,800",163, -   , -   ,137, -   , -   , -   , -   , -   , -   ,11,
E02000781,Redbridge 031,343,"10,779", -   , -   , -   ,336,"1,395", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,13,
E02000782,Redbridge 032,167,"5,296", -   , -   , -   ,583,"5,568",163, -   , -   ,137, -   , -   , -   , -   , -   ,"12,899",25,
E02000783,Redbridge 033,196,"5,837", -   , -   , -   ,600,"1,046", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,8,
E02000784,Richmond upon Thames 001,"1,515","50,552", -   , -   , -   ,"8,157","15,314", -   , -   , -   ,137, -   , -   , -   , -   , -   , -   ,76,
E02000785,Richmond upon Thames 002,23,364, -   , -   , -   ,"8,461","6,455",163, -   , -   ,137, -   , -   , -   , -   , -   ,"5,581",21,
E02000786,Richmond upon Thames 003,830,"28,022","71,669","17,508", -   ,"8,866","11,750",327, -   , -   ,137, -   , -   , -   , -   ,"2,030","6,583",148,
E02000787,Richmond upon Thames 004,277,"7,100", -   , -   , -   ,"3,914","15,162",163, -   ,713,137, -   , -   , -   , -   , -   ,"11,492",39,
E02000788,Richmond upon Thames 005,161,"3,634", -   , -   , -   ,"5,510","11,371", -   , -   , -   ,275, -   , -   , -   , -   , -   , -   ,21,
E02000789,Richmond upon Thames 006,29,204, -   , -   , -   ,"21,071","13,191", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,722",38,
E02000790,Richmond upon Thames 007,111,"3,556", -   , -   , -   ,"7,904","1,380", -   , -   , -   ,137, -   , -   , -   , -   , -   , -   ,13,
E02000791,Richmond upon Thames 008,324,"11,005", -   , -   , -   ,"22,120","22,440",490, -   , -   ,549, -   , -   , -   , -   , -   ,"3,538",60,
E02000792,Richmond upon Thames 009,426,"14,588", -   , -   , -   ,"8,866","7,194", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"11,888",43,
E02000793,Richmond upon Thames 010,195,"6,672", -   , -   , -   ,"1,012","6,504", -   , -   , -   ,275, -   , -   , -   , -   , -   ,"4,581",19,
E02000794,Richmond upon Thames 011,450,"14,671", -   , -   , -   ,"7,853","11,499",163, -   , -   , -   , -   , -   , -   , -   , -   ,"3,785",38,
E02000795,Richmond upon Thames 012,4, -   , -   , -   , -   ,"5,320","6,603", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"4,053",16,
E02000796,Richmond upon Thames 013,311,"10,152", -   , -   , -   ,"4,066","1,395", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"5,977",22,
E02000797,Richmond upon Thames 014,67,"2,309", -   , -   , -   ,"7,600","7,194",490, -   , -   ,412, -   , -   , -   , -   , -   ,"3,945",22,
E02000798,Richmond upon Thames 015,"1,684","55,158", -   , -   , -   ,"5,434","13,797", -   , -   , -   ,137, -   , -   , -   , -   , -   ,"6,393",83,
E02000799,Richmond upon Thames 016,105,"3,311", -   , -   , -   ,"1,012","11,499",163, -   , -   , -   , -   , -   , -   , -   , -   ,"6,563",23,
E02000800,Richmond upon Thames 017,184,"5,520", -   , -   , -   ,"1,012","11,499", -   , -   , -   ,137, -   , -   , -   , -   , -   , -   ,18,
E02000801,Richmond upon Thames 018,7, -   , -   , -   , -   ,"5,510","6,899", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,923",16,
E02000802,Richmond upon Thames 019,0,8, -   , -   , -   ,"8,411","6,554", -   , -   , -   ,412, -   , -   , -   , -   , -   , -   ,15,
E02000803,Richmond upon Thames 020,384,"13,155", -   , -   , -   ,"7,600","11,499", -   , -   , -   ,137, -   , -   , -   , -   , -   ,"5,434",38,
E02000804,Richmond upon Thames 021,8,252, -   , -   , -   ,"7,701","7,096",327, -   , -   ,137, -   , -   , -   , -   , -   ,"13,860",29,
E02000805,Richmond upon Thames 022,97, -   , -   ,"2,501,075", -   ,"9,829","5,765",327, -   , -   , -   , -   , -   , -   , -   , -   ,"20,719","2,538",
E02000806,Richmond upon Thames 023,157,812, -   , -   , -   ,"8,005","5,765",163, -   , -   , -   , -   , -   , -   , -   , -   , -   ,15,
E02000807,Southwark 001,239,"8,191", -   , -   , -   ,703,"5,427",327, -   , -   , -   , -   , -   , -   , -   , -   ,"4,748",20,
E02000808,Southwark 002,87,"2,988","20,333", -   , -   ,"9,322","6,652",327, -   , -   ,275, -   , -   ,188, -   ,"1,884","5,254",47,
E02000809,Southwark 003,97,"3,326","17,474", -   , -   ,"21,453","6,751",327, -   , -   ,137, -   , -   , -   , -   ,"1,830","6,625",58,
E02000810,Southwark 004,81,"2,721","34,681", -   , -   ,703,"1,016", -   , -   , -   , -   , -   , -   , -   , -   ,"2,573","5,058",47,
E02000811,Southwark 005,130,"4,349","35,887", -   , -   ,"8,664","1,198",163, -   , -   ,275, -   , -   ,377, -   ,"1,753","4,818",58,
E02000812,Southwark 006,82,"2,791", -   , -   , -   ,"9,221","14,631", -   , -   , -   ,686, -   , -   , -   , -   , -   ,"5,594",33,
E02000813,Southwark 007,277,"9,476", -   , -   , -   ,"4,332","12,281",163, -   , -   ,"2,174", -   , -   , -   , -   , -   ,"4,635",33,
E02000814,Southwark 008,239,"8,190", -   , -   , -   ,703,"1,380",163, -   , -   , -   , -   , -   , -   , -   , -   ,"5,204",16,
E02000815,Southwark 009,78,"2,659", -   , -   , -   ,"5,662","1,380", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"4,550",14,
E02000816,Southwark 010,63,"1,906","56,174", -   , -   ,703,"1,107", -   , -   , -   , -   , -   , -   , -   , -   ,"5,181","5,066",70,
E02000817,Southwark 011,181,"6,207", -   , -   , -   ,703,"1,016",163, -   , -   , -   , -   , -   , -   , -   , -   ,"3,898",12,
E02000818,Southwark 012,85,"2,923", -   , -   , -   ,532,"5,667", -   , -   , -   ,549, -   , -   , -   , -   , -   ,"4,528",14,
E02000819,Southwark 013,31,"1,076", -   , -   , -   ,532,"11,447", -   , -   , -   ,"1,625", -   , -   , -   , -   , -   ,"4,536",19,
E02000820,Southwark 014,49,"1,672", -   , -   , -   ,"4,066","4,928", -   , -   , -   ,137, -   , -   , -   , -   , -   ,"4,870",16,
E02000821,Southwark 015,319,"10,859", -   , -   , -   ,545,"6,258", -   , -   , -   ,"1,625", -   , -   , -   , -   , -   ,"4,865",24,
E02000822,Southwark 016,208,"7,112", -   , -   , -   ,703,"12,357", -   , -   , -   ,275, -   , -   , -   , -   , -   ,"5,104",26,
E02000823,Southwark 017,247,"8,383", -   , -   , -   ,450,"1,365",163, -   , -   , -   , -   , -   , -   , -   , -   ,"4,649",15,
E02000824,Southwark 018,116,"3,967", -   , -   , -   ,513,"6,603", -   , -   , -   , -   , -   , -   , -   ,"58,798", -   ,"5,286",75,
E02000825,Southwark 019,99,"3,393", -   , -   , -   ,703,"5,427", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"5,164",15,
E02000826,Southwark 020,67,"2,211", -   , -   , -   ,"5,472","1,198",163, -   , -   ,275, -   , -   , -   , -   , -   ,"5,384",15,
E02000827,Southwark 021,43,"1,482", -   , -   , -   ,526,"1,349",163, -   , -   ,549, -   , -   , -   , -   , -   ,"6,013",10,
E02000828,Southwark 022,80,"2,617", -   , -   , -   ,627,"6,406",327, -   , -   ,"1,098", -   , -   , -   , -   , -   ,"4,641",16,
E02000829,Southwark 023,114,"3,861", -   , -   , -   ,462,"1,213", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"5,322",11,
E02000830,Southwark 024,84,"2,712","59,270", -   , -   ,519,"1,410", -   , -   , -   , -   , -   , -   , -   , -   ,"7,319","4,775",76,
E02000831,Southwark 025,53,"1,805", -   , -   , -   ,507,"5,617", -   , -   , -   ,"1,762", -   , -   , -   , -   , -   ,"5,040",15,
E02000832,Southwark 026,2,61, -   , -   , -   ,519,"1,198", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"5,399",7,
E02000833,Southwark 027,360,"12,328", -   , -   , -   ,703,"5,427", -   , -   , -   ,137, -   , -   , -   , -   , -   , -   ,19,
E02000834,Southwark 028,335,"11,463", -   , -   , -   ,545,"5,223",163, -   , -   ,275, -   , -   , -   , -   , -   ,"23,460",41,
E02000835,Southwark 029,362,"9,157", -   , -   , -   ,703,"5,427", -   , -   ,713, -   , -   , -   , -   , -   , -   ,"4,087",20,
E02000836,Southwark 030,142,"4,862","36,050", -   , -   ,500,"5,864", -   , -   , -   , -   , -   , -   , -   , -   ,"1,782","4,778",54,
E02000837,Southwark 031,669,"22,896", -   , -   , -   ,608,"6,110",163, -   , -   , -   , -   , -   , -   , -   , -   ,"4,468",35,
E02000838,Southwark 032,206,"6,452", -   , -   , -   ,703,"1,456", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,9,
E02000839,Southwark 033,"1,275","39,049", -   , -   , -   ,703,"5,427",327, -   , -   , -   , -   , -   , -   , -   , -   ,"17,624",64,
E02000840,Sutton 001,699,"23,642", -   , -   , -   ,"3,990","5,273", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,34,
E02000841,Sutton 002,461,"15,773", -   , -   , -   ,405,"1,380",327, -   , -   , -   , -   , -   , -   , -   , -   , -   ,18,
E02000842,Sutton 003,480,"15,450", -   , -   , -   ,589,"4,928", -   , -   , -   ,"1,625", -   , -   , -   , -   , -   ,"50,772",74,
E02000843,Sutton 004,321,"9,533", -   , -   , -   ,443,"1,456", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,12,
E02000844,Sutton 005,130,"3,373", -   , -   , -   ,"5,282","1,213",163, -   , -   , -   , -   , -   , -   , -   , -   , -   ,10,
E02000845,Sutton 006,359,"11,189", -   , -   , -   ,621,"5,765", -   , -   , -   ,412, -   , -   , -   , -   , -   ,"4,900",23,
E02000846,Sutton 007,562,"17,390", -   , -   , -   ,622,"5,297", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,24,
E02000847,Sutton 008,55,"1,898", -   , -   , -   ,570,"5,420", -   , -   , -   ,412, -   , -   , -   , -   , -   ,"4,958",13,
E02000848,Sutton 009,77,"2,600", -   , -   , -   ,"3,800","12,130",163, -   , -   , -   , -   , -   , -   , -   , -   , -   ,19,
E02000849,Sutton 010,367,"10,547", -   , -   , -   ,621,"1,365",163, -   , -   , -   , -   , -   , -   , -   , -   , -   ,13,
E02000850,Sutton 011,"1,000","31,264", -   , -   ,"68,994",583,"12,205",163, -   , -   ,"1,625", -   ,"546,836", -   ,"58,798", -   ,"5,920",727,
E02000851,Sutton 012,118,"4,029", -   , -   , -   ,"4,446","7,046",327, -   , -   ,"2,174","6,313", -   , -   , -   , -   , -   ,24,
E02000852,Sutton 013,104,"3,402", -   , -   , -   ,622,"5,297", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,9,
E02000853,Sutton 014,474,"13,163", -   , -   , -   ,"4,066","1,001",163, -   , -   , -   , -   , -   , -   , -   , -   , -   ,19,
E02000854,Sutton 015,202,"5,584", -   , -   , -   ,595,"1,425",163, -   , -   ,275, -   , -   , -   , -   , -   , -   ,8,
E02000855,Sutton 016,31,290, -   , -   , -   ,"4,522","5,371",163, -   , -   ,412, -   , -   , -   , -   , -   , -   ,11,
E02000856,Sutton 017,42,"1,451", -   , -   , -   ,589,"6,110", -   , -   , -   ,686, -   , -   , -   , -   , -   , -   ,9,
E02000857,Sutton 018,25,846, -   , -   , -   ,622,"5,297",327, -   , -   ,137, -   , -   , -   , -   , -   , -   ,7,
E02000858,Sutton 019,935,"32,005", -   , -   , -   ,570,"5,125",163, -   , -   , -   ,"53,418", -   , -   , -   , -   , -   ,92,
E02000859,Sutton 020,123,"2,506", -   , -   , -   ,608,"1,380",163, -   , -   ,137, -   , -   , -   , -   , -   , -   ,5,
E02000860,Sutton 021,120,"3,115", -   , -   , -   ,622,"5,864", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,10,
E02000861,Sutton 022,259,"8,866", -   , -   , -   ,622,"4,928", -   , -   , -   ,275, -   , -   , -   , -   , -   , -   ,15,
E02000862,Sutton 023,"1,056","36,049", -   , -   , -   ,"3,876","1,334",327, -   , -   , -   , -   , -   , -   , -   , -   , -   ,43,
E02000863,Sutton 024,"3,895","131,584", -   , -   , -   ,622,"5,297",327, -   , -   , -   , -   , -   , -   , -   , -   , -   ,142,
E02000864,Tower Hamlets 001,1,32, -   , -   , -   ,"3,990","6,307", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"4,529",15,
E02000865,Tower Hamlets 002,24,820, -   , -   , -   ,847,"1,349",163, -   , -   , -   , -   , -   , -   , -   , -   ,"3,905",7,
E02000866,Tower Hamlets 003,649,"22,237", -   , -   , -   ,847,"5,617",163, -   , -   , -   , -   , -   , -   , -   , -   ,"5,122",35,
E02000867,Tower Hamlets 004,61,"2,087", -   , -   , -   ,627,"1,365",163, -   , -   , -   , -   , -   , -   , -   , -   ,"4,771",9,
E02000868,Tower Hamlets 005,3,90, -   , -   , -   ,"4,598","6,800",327, -   , -   ,275, -   , -   ,190, -   , -   ,"3,732",16,
E02000869,Tower Hamlets 006,6,220, -   , -   , -   ,"4,598","5,470", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,934",13,
E02000870,Tower Hamlets 007,23,599, -   , -   , -   ,"4,522","1,471", -   , -   , -   , -   , -   , -   ,188, -   , -   ,"3,698",11,
E02000871,Tower Hamlets 008,79,"2,527", -   , -   , -   ,847,"1,183", -   , -   ,636,"1,625", -   , -   , -   , -   , -   ,"4,651",12,
E02000872,Tower Hamlets 009,63,"2,162", -   , -   , -   ,"4,484","5,223", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,795",16,
E02000873,Tower Hamlets 010,56,"1,928", -   , -   , -   ,"4,370","5,125", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"4,979",16,
E02000874,Tower Hamlets 011,71,"2,447", -   , -   , -   ,847,"6,455", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"4,144",14,
E02000875,Tower Hamlets 012,71,"2,429","27,759", -   , -   ,"7,904","1,334", -   , -   , -   , -   , -   , -   , -   , -   ,"2,122","5,101",47,
E02000876,Tower Hamlets 013,135,"4,624", -   , -   , -   ,"4,750","6,258",327, -   , -   ,137, -   , -   , -   , -   , -   ,"4,065",20,
E02000877,Tower Hamlets 014,278,"9,517", -   , -   , -   ,"4,256","5,223",163, -   , -   , -   , -   , -   , -   , -   , -   ,"5,260",25,
E02000878,Tower Hamlets 015,71,"2,430","19,460", -   , -   ,"9,272","6,652",327, -   , -   ,275,"14,622", -   , -   , -   ,"2,937","5,485",62,
E02000879,Tower Hamlets 016,100,"3,411", -   , -   , -   ,"4,294","1,243", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"4,179",13,
E02000880,Tower Hamlets 017,15,519, -   , -   , -   ,"3,990","5,125", -   , -   , -   ,137, -   , -   , -   , -   , -   ,"3,442",13,
E02000881,Tower Hamlets 018,73,"2,492", -   , -   , -   ,"4,142","5,883",163, -   , -   , -   ,"3,386", -   , -   , -   , -   ,"3,844",20,
E02000882,Tower Hamlets 019,138,"4,731", -   , -   , -   ,"4,180","1,304", -   , -   , -   ,137, -   , -   , -   , -   , -   ,"4,567",15,
E02000883,Tower Hamlets 020,49,"1,680", -   , -   , -   ,847,"1,304", -   , -   ,636,275,"116,076", -   , -   , -   , -   ,"4,483",125,
E02000884,Tower Hamlets 021,60,"2,045", -   , -   , -   ,"4,484","1,471", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"4,462",13,
E02000885,Tower Hamlets 022,33,714, -   , -   , -   ,"4,256","4,928",163, -   , -   , -   , -   , -   , -   , -   , -   ,"4,037",14,
E02000886,Tower Hamlets 023,78,"2,663", -   , -   , -   ,"4,598","1,425", -   , -   , -   ,549, -   , -   , -   , -   , -   ,"3,829",13,
E02000887,Tower Hamlets 024,117,"4,000", -   , -   , -   ,"4,256","5,125", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"4,424",18,
E02000888,Tower Hamlets 025,75,"2,576", -   , -   , -   ,"4,712","5,322",163, -   , -   , -   , -   , -   , -   , -   , -   ,"4,429",17,
E02000889,Tower Hamlets 026,108,"3,696", -   , -   , -   ,"7,651","5,667",163, -   , -   , -   , -   , -   , -   , -   , -   ,"3,380",21,
E02000890,Tower Hamlets 027,109,"3,720", -   , -   , -   ,"9,677","13,342",327, -   , -   ,"3,684", -   , -   , -   , -   , -   ,"2,974",34,
E02000891,Tower Hamlets 028,200,"6,851", -   , -   , -   ,"5,662","13,191",327, -   , -   ,"1,625","54,972", -   , -   , -   , -   ,"6,092",89,
E02000892,Tower Hamlets 029,174,"5,945","517,402", -   , -   ,"22,215","28,429",163, -   , -   ,824,"52,992", -   , -   , -   ,"23,826","5,763",658,
E02000893,Tower Hamlets 030,37,687, -   , -   , -   ,847,"5,883", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"3,973",11,
E02000894,Tower Hamlets 031,81,"2,757", -   , -   , -   ,"21,167","5,883", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"5,570",35,
E02000895,Waltham Forest 001,832,"27,580", -   , -   , -   ,576,"5,006", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"4,265",38,
E02000896,Waltham Forest 002,"1,048","35,384", -   , -   , -   ,"3,914","6,160",163, -   , -   ,275, -   , -   , -   , -   , -   , -   ,47,
E02000897,Waltham Forest 003,713,"22,504", -   , -   , -   ,576,"5,006", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"8,572",37,
E02000898,Waltham Forest 004,355,"11,255", -   , -   , -   ,576,"5,006",327, -   , -   , -   , -   , -   , -   , -   , -   ,"3,995",22,
E02000899,Waltham Forest 005,140,"4,127", -   , -   , -   ,488,"5,075", -   , -   , -   ,137, -   , -   , -   , -   , -   ,"4,181",14,
E02000900,Waltham Forest 006,468,"13,614", -   , -   , -   ,"4,408","13,342",163, -   , -   ,686, -   , -   , -   , -   , -   ,"4,226",37,
E02000901,Waltham Forest 007,198,"6,291", -   , -   , -   ,570,"1,486", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"4,761",13,
E02000902,Waltham Forest 008,464,"15,904", -   , -   , -   ,576,"5,519",163, -   , -   , -   , -   , -   , -   , -   , -   ,"4,301",27,
E02000903,Waltham Forest 009,917,"27,855","33,002", -   , -   ,576,"1,243", -   , -   , -   , -   , -   , -   , -   , -   ,"1,862","4,740",70,
E02000904,Waltham Forest 010,327,"9,410", -   , -   , -   ,576,"5,470",163, -   , -   , -   , -   , -   , -   , -   , -   , -   ,16,
E02000905,Waltham Forest 011,345,"10,728", -   , -   , -   ,532,"1,440", -   , -   , -   , -   , -   , -   , -   , -   , -   ,"8,449",21,
E02000906,Waltham Forest 012,36,"1,217", -   , -   , -   ,"4,408","1,213",163, -   , -   , -   , -   , -   , -   , -   , -   ,"4,877",12,
E02000907,Waltham Forest 013,97,"2,174", -   , -   , -   ,507,"1,228", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4,
E02000908,Waltham Forest 014,688,"23,206", -   , -   , -   ,576,"1,167",163, -   , -   , -   , -   , -   ,185, -   , -   ,"4,777",31,
E02000909,Waltham Forest 015,261,"8,341", -   , -   , -   ,526,"1,198", -   , -   , -   ,137, -   , -   , -   , -   , -   , -   ,10,
E02000910,Waltham Forest 016,26,887,"51,415", -   , -   ,475,"4,977", -   , -   , -   ,137, -   , -   , -   , -   ,"2,807", -   ,61,
